Analysis,Reference,Sample_number,Latitude,Longitude,Formation,U238Pb206,U238Pb206_error_1s_rel,Pb207Pb206,Pb207Pb206_error_1s_rel,Pb207Pb206_age,Pb207Pb206_age_error_1s,U238Pb206_age,U238Pb206_age_error_1s,Th,U,Hf176Hf177,Hf176Hf177_error_1s,Lu176Lu177,Lu176Lu177_error_2s,Yb176Hf177,epsilon_Hf,TDM
9.1.1,Normington et al 2019,IC12JAW1801,-23.7715,135.5461,Heavitree,3.226141692,1.251244752,0.106199004,0.555964925,1735.166003,10.19646768,,,120.5185796,200.1050785,0.28166,0.000025,0.0007326,0.00000135,,-1.567106712,2.468945223
10.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.501014529,1.213057753,0.100350514,0.534492121,1630.588972,9.933791162,,,301.2578934,260.3295802,0.28164,0.000025,0.001112,0.0000065,,-5.011568543,2.607356718
11.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.475140672,1.201332742,0.100382279,0.520594894,1631.177157,9.674770782,,,151.9846108,246.0757546,0.28167,0.0000275,0.0005689,0.00000095,,-3.338488372,2.501639727
12.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.798476207,1.191254385,0.11977394,0.419952902,1952.850351,7.501169309,,,127.951721,255.5094132,0.28157,0.0000275,0.0007027,0.0000035,,0.120423172,2.528509466
13.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,5.025664913,1.699386205,0.080580325,1.683025164,1211.228042,33.12456901,,,0.220435887,58.37680829,0.282115,0.00001775,0.0004328,0.0000046,,3.248604638,1.758424072
14.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.029472792,1.259628627,0.115784213,0.529894739,1892.120291,9.533374183,,,71.47935302,186.2553187,0.28169,0.0000275,0.0009223,0.000001,,2.74708227,2.314028075
16.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.185548385,1.120619451,0.161051202,0.477075249,2466.726499,8.057375108,,,332.7859325,424.6016634,0.28113,0.0000275,0.000981,0.0000065,,-4.450763208,3.213264961
17.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.469398737,1.470177686,0.099735509,0.853234314,1619.155254,15.88120269,,,88.69924846,92.61249307,0.28165,0.00003,0.0008824,0.0000032,,-4.657012768,2.576077131
18.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.448912988,1.465952059,0.099886125,1.502578152,1621.963454,27.95724896,,,115.4579544,89.11650738,0.28172,0.0000275,0.000981,0.0000075,,-2.218151765,2.423341509
19.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.189256662,1.255616121,0.108419473,0.574553915,1773.027626,10.48782602,,,85.36979442,191.8616156,0.28161,0.000025,0.0008602,0.0000015,,-2.653731588,2.567181018
2.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.48606571,1.244470081,0.135911759,0.72743902,2175.742621,12.66808514,,,137.9130959,212.239441,0.281442,0.0000235,0.0004916,0.0000006,,0.406099442,2.665320466
20.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.617261684,1.25040499,0.098607723,0.619687709,1597.959171,11.56597778,,,188.8772012,188.2761967,0.28165,0.0000275,0.001723,0.0000075,,-6.026462714,2.64654179
21.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.152540106,1.274605456,0.168613356,0.424214245,2543.925376,7.109795151,,,147.0672595,169.5101891,0.28126,0.0000375,0.001404,0.0000085,,1.169958115,2.913874492
22.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.483482507,1.234186043,0.138694071,0.42086299,2210.964824,7.300974347,,,125.9200656,206.0760408,0.28142,0.0000325,0.0007551,0.00000295,,0.490977797,2.702662883
23.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.484917939,1.198692679,0.100567055,0.501024032,1634.594078,9.3069654,,,254.4865241,251.7854883,0.28179,0.000025,0.001277,0.000005,,0.218781294,2.277829892
24.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.453976757,1.376408953,0.098778798,0.840936698,1601.193736,15.68881179,,,147.8134513,118.5658273,0.28169,0.0000275,0.0009282,0.0000011,,-3.682402465,2.500411867
25.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.202978417,1.315179835,0.107915166,0.609610242,1764.512653,11.13949568,,,56.86236763,142.4274045,0.28177,0.0000375,0.000856,0.0000125,,2.843439576,2.209931917
26.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.22095064,1.241534081,0.10752875,0.546189829,1757.955108,9.988742373,,,69.50782074,194.6833438,0.281672,0.0000195,0.0008422,0.00000205,,-0.764704198,2.435343204
27.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.496464574,1.241308294,0.101270332,0.577508555,1647.528425,10.70990731,,,157.3986254,201.8282094,0.28179,0.000025,0.001535,0.0000105,,0.214866023,2.288022964
28.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.572136078,1.757021126,0.101684952,1.149550213,1655.101927,21.29774138,,,84.82968638,122.6094371,0.281651,0.00002175,0.000607,0.00000065,,-3.522582638,2.531735799
29.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.175141898,1.252877836,0.159875829,0.354268812,2454.347694,5.990758959,,,247.7401954,294.1751384,0.2814,0.000025,0.000738,0.000005,,5.278290693,2.581977842
3.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.523518892,1.324092142,0.134313861,1.342393253,2155.123718,23.43055321,,,90.17577161,151.4894272,0.28143,0.00003,0.0003371,0.00000355,,0.204838666,2.678173929
30.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,5.084430592,1.577085799,0.081582329,1.619832936,1235.508331,31.76959345,,,134.3943641,72.8514381,0.28181,0.000025,0.0004539,0.00000265,,1.751295588,2.177173523
31.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.53226443,1.17649026,0.100369469,0.494756156,1630.939977,9.194863107,,,464.7930494,289.9079574,0.281712,0.00002375,0.001789,0.000008,,-3.19050965,2.492056781
32.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,1.834615409,1.717727817,0.197590704,2.437934216,2806.398407,39.86038177,,,49.09659692,55.02709359,0.281185,0.00002075,0.000714,0.000006,,5.643592627,2.82699615
33.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.210498424,1.267423223,0.107104368,0.910055899,1750.719859,16.65814154,,,72.45836882,178.8248668,0.281712,0.0000195,0.0009018,0.0000027,,0.425011851,2.353909907
34.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.467353084,1.222489763,0.100681699,0.543735417,1636.710183,10.09761534,,,210.9835627,222.5804776,0.281758,0.0000205,0.0011,0.000006,,-0.676180779,2.336515946
35.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.487188917,1.74516533,0.098638054,1.142114223,1598.53315,21.31506076,,,60.39513541,53.20978886,0.28195,0.00004,0.0008363,0.00000315,,5.585238408,1.9067066
36.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,5.025290798,1.823869767,0.076927254,2.068427487,1119.304465,41.26054824,,,0.161727876,47.31333413,0.28191,0.0000275,0.00067,0.000008,,-6.239070342,2.290687189
36.2.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,5.122410678,2.105782697,0.079315371,2.076140663,1180.016327,41.04706772,,,0.86231113,35.23207236,0.28182,0.0000325,0.0007907,0.00000225,,-8.185294062,2.460750598
37.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.458994622,1.097805278,0.100954433,0.337059565,1641.732368,6.255431516,,,436.4483052,559.2954692,0.2818,0.000035,0.002008,0.000014,,-0.077461307,2.302211752
38.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.55472377,1.240937816,0.136291162,0.691579027,2180.59592,12.03717112,,,134.3314609,202.3326111,0.2816,0.00004,0.0007643,0.00000315,,6.193760858,2.313858304
39.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.47183586,1.193262987,0.100672929,0.518582953,1636.548414,9.630713886,,,230.5166125,270.6670259,0.281652,0.00002375,0.000891,0.000002,,-4.212114301,2.561236589
4.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.533106046,1.64709477,0.098339427,1.151348442,1592.872325,21.50324205,,,59.45942142,67.97817874,0.281895,0.00002,0.0007314,0.0000016,,3.620557944,2.028330155
40.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.471554006,1.408511343,0.100349134,0.849294371,1630.5634,15.78459327,,,100.8607254,111.6997356,0.28168,0.000025,0.0006252,0.0000026,,-3.058921826,2.483406477
41.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.375343017,1.129438274,0.105909146,0.618432134,1730.151852,11.34925203,,,73.37752953,410.8775615,0.28187,0.00004,0.0005384,0.0000039,,6.002855075,1.980956853
42.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.026121666,1.220063355,0.113548954,0.471528256,1856.974127,8.519239381,,,91.37538515,233.4093396,0.28158,0.0000375,0.0006653,0.00000385,,-1.615801493,2.56561447
43.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.470520247,1.178039483,0.100855941,0.839922257,1639.920645,15.59160701,,,259.065182,287.7819475,0.28168,0.0000215,0.0008846,0.00000095,,-3.13691081,2.495559555
44.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.538941811,1.331599719,0.100457559,0.691581976,1632.570195,12.85009856,,,108.0631658,140.9596247,0.281578,0.00002175,0.0008416,0.00000165,,-6.87206792,2.726697981
45.1.1,Kositcin et al 2014,IC12JAW1819,-23.608,135.2456,Heavitree,3.451746411,1.229712333,0.100004704,0.52748641,1624.170652,9.811711441,,,331.3198497,219.6164122,,,,,,,
46.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.477916836,1.226252445,0.101651846,0.545800797,1654.498614,10.11284447,,,311.8975967,227.6807701,0.281668,0.000022,0.0015097,0.00000245,,-4.852620748,2.583071377
47.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.427662446,1.347849577,0.099359706,0.674408798,1612.125464,12.56416549,,,148.0917233,135.6187448,0.281685,0.00002125,0.001293,0.0000065,,-4.014518092,2.529905767
48.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.520366816,1.150640123,0.101443443,0.437041014,1650.695148,8.101642125,,,184.7887877,357.0278488,0.281669,0.00001875,0.0006882,0.0000007,,-2.936904327,2.495813337
49.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.489903677,1.602808566,0.101776826,0.925508388,1656.774936,17.14324102,,,141.0680164,70.80666252,0.281772,0.00001775,0.001399,0.000014,,-0.411130302,2.323062874
50.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.451651723,1.154404089,0.100924573,0.435244008,1641.18334,8.07819017,,,205.9292443,345.6116495,0.281757,0.00002275,0.001033,0.00001,,16.06670485,1.835656123
51.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.189549131,1.328180321,0.154020517,0.680543286,2391.049628,11.58270548,,,88.0256186,401.3009396,0.281209,0.00001975,0.0002506,0.0000007,,-19.18011554,3.504479391
52.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.526159715,1.640474426,0.100796433,0.954708915,1638.824968,17.72490759,,,67.90712227,71.48009333,0.28168,0.0000275,0.000981,0.00000255,,-0.583216941,2.425925939
53.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.200034033,1.352098153,0.107693488,1.528704346,1760.754263,27.94727988,,,60.14489799,137.6782302,0.28167,0.0000275,0.001077,0.000013,,-0.922130391,2.45206626
54.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.194736184,1.193834307,0.108042337,0.46185262,1766.664471,8.437245595,,,114.4785209,276.5230635,0.281666,0.00001875,0.0010013,0.0000046,,-3.073235399,2.51563538
55.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.411132906,1.398764609,0.10257792,0.77943894,1671.284045,14.41085323,,,166.7370248,111.020984,0.281683,0.000023,0.0009847,0.0000024,,-2.451145864,2.476089752
56.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.129940717,1.441669232,0.164531493,0.519908567,2502.769619,8.749166744,,,73.27879716,98.41394402,0.281122,0.0000215,0.0004637,0.00000075,,-3.04980881,3.151726576
57.1.1,Kositcin et al 2014,IC12JAW1819,-23.608,135.2456,Heavitree,4.947784255,2.52973276,0.108130622,0.532225494,1768.156487,9.721036343,,,735.302035,452.981996,,,,,,,
58.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.995877349,1.441861908,0.113511022,0.691871279,1856.370447,12.5011539,,,98.65275624,98.37216199,0.28142,0.0000275,0.000617,0.000005,,-7.250612199,2.922778597
59.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.148362419,1.295338286,0.160188173,0.723115997,2457.647606,12.22396632,,,126.7450332,158.9579668,0.281006,0.00002025,0.000566,0.0000009,,-8.371069959,3.454857924
6.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.18028264,1.256170086,0.109342716,0.554347624,1788.491054,10.09966386,,,80.40061918,197.1311087,0.28163,0.0000325,0.0016065,0.00000265,,-2.500135459,2.569294434
60.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.955429935,1.190339105,0.115271831,0.779740819,1884.137177,14.04179746,,,157.2356655,266.1997336,0.281591,0.000024,0.001816,0.000008,,-2.080647401,2.616064222
61.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.578125857,1.816756318,0.094176658,1.321752147,1511.659683,24.95144238,,,58.6125054,48.50124205,0.28196,0.00003,0.0010022,0.00000215,,3.85532131,1.950860963
62.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.269080808,1.17314705,0.108997227,0.446587278,1782.723252,8.142170964,,,81.66568895,291.9912769,0.281675,0.00001975,0.000795,0.0000018,,-0.0530716,2.40899521
63.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.110500089,1.311760405,0.107988578,0.644393404,1765.755206,11.77327726,,,68.13475066,152.0929474,0.281619,0.00002475,0.001125,0.0000022,,-2.809862159,2.571519905
64.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.14729296,1.259288881,0.108782519,0.541857424,1779.127479,9.883525395,,,56.12795468,188.4067942,0.281685,0.00001875,0.0004084,0.00000205,,0.685299473,2.359113615
65.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.40526212,1.527178646,0.100981047,0.892344504,1642.221538,16.55982955,,,77.28303592,82.99083017,0.28156,0.000025,0.0005993,0.0000025,,-7.0304893,2.744146857
66.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.431585703,1.216413582,0.099654976,0.545938179,1617.651556,10.16349418,,,213.1026252,233.3991263,0.281679,0.00002025,0.0008719,0.0000027,,-3.649472461,2.5109841
67.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.275708772,1.757651902,0.111763714,0.583736201,1828.29287,10.58332094,,,60.88654318,229.0525733,0.281545,0.00002125,0.0003894,0.00000185,,-6.764628246,2.746807989
68.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.480667078,1.365310902,0.10236999,0.694872565,1667.531599,12.85347729,,,71.97149967,129.8133295,0.281722,0.00002075,0.0005796,0.0000011,,1.642140491,2.292771717
69.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.203821775,1.279801706,0.108378121,0.581730241,1772.331257,10.61973769,,,78.45203229,178.6357077,0.281632,0.000019,0.001083,0.00001,,-3.916078297,2.585153694
70.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.507483421,1.602661904,0.103739212,0.988594377,1692.070187,18.22964548,,,70.5161714,76.01327092,0.281662,0.00002375,0.0007823,0.00000325,,-3.618488687,2.527697774
71.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.544567087,1.721262695,0.100965422,1.186220608,1641.934369,22.01429617,,,53.06911987,59.86493442,0.281672,0.00002475,0.0007703,0.0000017,,1.809941624,2.357028461
72.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.014016172,1.483962268,0.114372362,0.350239745,1870.018197,6.317931427,,,25.64966253,432.5778722,0.281643,0.00002275,0.000427,0.000011,,-1.284843363,2.469103993
73.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.219425582,1.378551731,0.107576356,0.70980266,1758.764556,12.97959381,,,71.93720816,134.1270601,0.281697,0.00001825,0.001051,0.000005,,-0.106392894,2.393993582
74.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,2.729738812,1.326398603,0.122257923,0.870417885,1989.436653,15.48096542,,,89.99731318,153.8204906,0.281518,0.00002275,0.0001592,0.0000006,,-0.179775824,2.575729244
75.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,4.277893711,2.453367633,0.08834756,3.408232385,1390.05286,65.40812293,,,14.27852024,23.61457879,0.28223,0.0000275,0.0007877,0.0000034,,10.97051086,1.399744255
76.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.475443288,1.220051879,0.101003008,0.562203104,1642.625069,10.43263525,,,169.9558878,247.4364849,0.281735,0.0000195,0.000863,0.0000036,,-1.101269752,2.368144823
77.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.492555013,1.15236445,0.101067716,0.440620396,1643.813446,8.175212738,,,249.5104551,366.3791428,0.281774,0.000021,0.0008643,0.0000017,,0.307783412,2.27923957
78.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.551922253,1.279868959,0.102567099,0.609064611,1671.088991,11.26112455,,,124.5489386,183.8048855,0.28172,0.0000215,0.0005899,0.0000024,,-0.698449609,2.364365511
79.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.268515916,1.449359366,0.106198997,0.455553154,1735.165871,8.354903111,,,30.7776128,329.8729213,0.28152,0.000035,0.0008983,0.0000023,,-6.730766044,2.796698856
8.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.144023525,1.339427692,0.108117541,0.670850831,1767.935506,12.25334775,,,73.20536526,150.9805401,0.281603,0.00002375,0.000899,0.0000085,,-3.061107922,2.589166741
80.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.559013012,1.147478918,0.100905343,0.434398827,1640.829658,8.062870135,,,438.7085413,380.7560413,0.281673,0.0000215,0.0014657,0.0000036,,-4.006247327,2.551465236
81.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.541295501,1.633424102,0.098691558,1.086226441,1599.545143,20.26936895,,,70.4092733,66.75678216,0.28168,0.000025,0.000838,0.0000065,,-3.976637803,2.517821203
82.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.42930272,1.403338558,0.100282025,0.756613198,1629.319971,14.06431913,,,131.481642,116.5976615,0.28173,0.0000225,0.001477,0.000008,,-2.244691309,2.430687797
83.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.446123651,1.183420535,0.100800936,0.472747342,1638.907901,8.776825494,,,188.7796425,309.9961215,0.28169,0.000019,0.000719,0.00000195,,-2.621874629,2.462046916
84.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.502411934,1.356692672,0.100300588,0.719659879,1629.66402,13.37681796,,,138.9944639,161.6785345,0.2817,0.00002225,0.001368,0.0000085,,-3.182641105,2.490575346
85.1.1,Kositcin et al 2014,IC12JAW1819,-23.608,135.2456,Heavitree,4.890710241,2.089031154,0.092762976,1.9197712,1483.053228,36.37955706,,,0.061909842,39.76110957,,,,,,,
86.1.1,Kositcin et al 2014,IC12JAW1819,-23.608,135.2456,Heavitree,8.549313335,2.459921138,0.080553344,3.138625588,1210.5689,61.7789449,,,229.761948,361.9313689,,,,,,,
9.1.1,Normington et al 2019,IC12JAW1819,-23.608,135.2456,Heavitree,3.443090471,1.273159463,0.100889422,0.613275028,1640.53676,11.38341738,,,172.4210525,197.6622935,0.28169,0.0000325,0.0007977,0.0000025,,-2.672560914,2.466522033
